"ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2","Shape_Length","Shape_Area"
114,"JPN","Japan","1","Aichi","52","Tahara","Shi","City","ç”°åŽŸå¸‚",NA,1.04011508981132,0.0180979208962539
114,"JPN","Japan","1","Aichi","53","Takahama","Shi","City","é«˜æµœå¸‚",NA,0.165565971090912,0.00133815300068896
114,"JPN","Japan","1","Aichi","54","Taketoyo","Machi","Town","æ­¦è±Šç”º",NA,0.239087130161819,0.00236114286235665
114,"JPN","Japan","1","Aichi","55","Tobishima","Mura","Village","é£›å³¶æ‘",NA,0.309933879677502,0.00212394862319573
114,"JPN","Japan","1","Aichi","56","Tokoname","Shi","City","å¸¸æ»‘å¸‚",NA,0.415429742708001,0.00488319943542482
114,"JPN","Japan","1","Aichi","57","Toyoake","Shi","City","è±Šæ˜Žå¸‚",NA,0.19291912894169,0.00212786684278428
114,"JPN","Japan","1","Aichi","58","Toyohashi","Shi","City","è±Šæ©‹å¸‚",NA,1.05075986035761,0.0254906846676026
114,"JPN","Japan","1","Aichi","59","Toyokawa","Shi","City","è±Šå·å¸‚",NA,0.47436526969876,0.0100085846497668
114,"JPN","Japan","1","Aichi","6","ÅŒharu","Machi","Town","å¤§æ²»ç”º",NA,0.142770878110241,0.00104894884862151
114,"JPN","Japan","1","Aichi","60","Toyone","Mura","Village","è±Šæ ¹æ‘",NA,0.630743464347371,0.0154884142393707
114,"JPN","Japan","1","Aichi","61","Toyota","Shi","City","è±Šç”°å¸‚","Koromo",1.73721624609375,0.0904959971376241
114,"JPN","Japan","1","Aichi","62","Toyoyama","Machi","Town","è±Šå±±ç”º",NA,0.107285966460325,0.00077957700705268
114,"JPN","Japan","1","Aichi","63","Tsushima","Shi","City","æ´¥å³¶å¸‚",NA,0.222710913623149,0.00274589034961418
114,"JPN","Japan","1","Aichi","64","Yatomi","Shi","City","å¼¥å¯Œå¸‚",NA,0.524177878538544,0.00569909217301864
114,"JPN","Japan","1","Aichi","7","ChiryÅ«","Shi","City","çŸ¥ç«‹å¸‚",NA,0.181321228773787,0.00186636750004252
114,"JPN","Japan","1","Aichi","8","Chita","Shi","City","çŸ¥å¤šå¸‚",NA,0.34548429425401,0.00470553321065467
114,"JPN","Japan","1","Aichi","9","FusÅ","Machi","Town","æ‰¶æ¡‘ç”º",NA,0.139522338155103,0.00117214798229044
114,"JPN","Japan","10","Gunma","392","Annaka","Shi","City","å®‰ä¸­å¸‚",NA,0.817599394685347,0.027612053701882
114,"JPN","Japan","10","Gunma","393","ÅŒizumi","Machi","Town","å¤§æ³‰ç”º",NA,0.18868291590001,0.00178862249594806
114,"JPN","Japan","10","Gunma","394","ÅŒra","Machi","Town","é‚‘æ¥½ç”º",NA,0.257917035574482,0.0029319114109991
114,"JPN","Japan","10","Gunma","395","ÅŒta","Shi","City","å¤ªç”°å¸‚",NA,0.576564658489195,0.0176619810808971
114,"JPN","Japan","10","Gunma","396","Chiyoda","Machi","Town","åƒä»£ç”°ç”º",NA,0.223186154701334,0.00237978022778593
114,"JPN","Japan","10","Gunma","397","Fujimi","Machi","Town","å¯Œå£«è¦‹æ‘",NA,0.462236561633888,0.00768909865292017
114,"JPN","Japan","10","Gunma","398","Fujioka","Shi","City","è—¤å²¡å¸‚",NA,0.870390977251203,0.0185885785613209
114,"JPN","Japan","10","Gunma","399","Higashiagatsuma","Machi","Town","æ±å¾å¦»ç”º",NA,0.886727412118143,0.0264468295790683
114,"JPN","Japan","10","Gunma","400","Isesaki","Shi","City","ä¼Šå‹¢å´Žå¸‚",NA,0.541214057477399,0.0141297912341563
114,"JPN","Japan","10","Gunma","401","Itakura","Machi","Town","æ¿å€‰ç”º",NA,0.283128596262684,0.00399172093603
114,"JPN","Japan","10","Gunma","402","Kanna","Machi","Town","ç¥žæµç”º",NA,0.547037210981007,0.0118714942655105
114,"JPN","Japan","10","Gunma","403","Kanra","Machi","Town","ç”˜æ¥½ç”º",NA,0.370608181118541,0.00570197374326669
114,"JPN","Japan","10","Gunma","404","Katashina","Machi","Town","ç‰‡å“æ‘",NA,0.97068400639052,0.0388843438704528
114,"JPN","Japan","10","Gunma","405","Kawaba","Mura","Village","å·å ´ç”º",NA,0.412484089068401,0.00875691714463958
114,"JPN","Japan","10","Gunma","406","KiryÅ«","Shi","City","æ¡ç”Ÿå¸‚",NA,1.18928417066386,0.0267777657136359
114,"JPN","Japan","10","Gunma","407","Kuni","Machi","Town","å…­åˆæ‘",NA,0.783681672209981,0.0210319967300143
114,"JPN","Japan","10","Gunma","408","Kusatsu","Machi","Town","è‰æ´¥ç”º",NA,0.306603512616522,0.00538602762390097
114,"JPN","Japan","10","Gunma","409","Maebashi","Shi","City","å‰æ©‹å¸‚",NA,0.803675564611871,0.0246242220455246
114,"JPN","Japan","10","Gunma","410","Meiwa","Machi","Town","æ˜Žå’Œç”º",NA,0.230469847341694,0.00214989579399122
114,"JPN","Japan","10","Gunma","411","Midori","Shi","City","ã¿ã©ã‚Šå¸‚",NA,0.954177378696064,0.020336672052507
114,"JPN","Japan","10","Gunma","412","Minakami","Machi","Town","ã¿ãªã‹ã¿ç”º",NA,1.50223649629365,0.0782287566107692
114,"JPN","Japan","10","Gunma","413","Naganohara","Machi","Town","é•·é‡ŽåŽŸç”º",NA,0.653024277078098,0.0136790290707741
114,"JPN","Japan","10","Gunma","414","NakanojÅ","Machi","Town","ä¸­ä¹‹æ¡ç”º",NA,0.746129808466203,0.0235270085686373
114,"JPN","Japan","10","Gunma","415","Nanmoku","Mura","Village","å—ç‰§æ‘",NA,0.527613485527599,0.0119360188837153
114,"JPN","Japan","10","Gunma","416","Numata","Shi","City","æ²¼ç”°å¸‚",NA,1.4090889805808,0.0456052866356776
114,"JPN","Japan","10","Gunma","417","ShÅwa","Mura","Village","æ˜­å’Œæ‘",NA,0.302960256986798,0.00541115226224433
114,"JPN","Japan","10","Gunma","418","Shibukawa","Shi","City","æ¸‹å·å¸‚",NA,0.802124270948503,0.0234504919208119
114,"JPN","Japan","10","Gunma","419","Shimonita","Machi","Town","ä¸‹ä»ç”°ç”º",NA,0.773651348559975,0.0185831621056397
114,"JPN","Japan","10","Gunma","420","ShintÅ","Machi","Town","æ¦›æ±æ‘",NA,0.178560187309326,0.0013920880155634
114,"JPN","Japan","10","Gunma","421","Takasaki","Shi","City","é«˜å´Žå¸‚",NA,1.18155098680713,0.0417611199663982
114,"JPN","Japan","10","Gunma","422","Takayama","Machi","Town","é«˜å±±æ‘",NA,0.316604624824271,0.00640210835263294
114,"JPN","Japan","10","Gunma","423","Tamamura","Machi","Town","çŽ‰æ‘ç”º",NA,0.2432508004363,0.00274075349443614
114,"JPN","Japan","10","Gunma","424","Tatebayashi","Shi","City","é¤¨æž—å¸‚",NA,0.453976694032226,0.00600243909866139
114,"JPN","Japan","10","Gunma","425","Tomioka","Shi","City","å¯Œå²¡å¸‚",NA,0.699689065461741,0.013199487875684
114,"JPN","Japan","10","Gunma","426","Tsumagoi","Machi","Town","å¬¬æ‹æ‘",NA,0.8055256876356,0.0338534590846333
114,"JPN","Japan","10","Gunma","427","Ueno","Mura","Village","ä¸Šé‡Žæ‘",NA,0.580598302369888,0.0180895088124074
114,"JPN","Japan","10","Gunma","428","Yoshii","Machi","Town","å‰äº•ç”º",NA,0.359912760146027,0.00605252201785505
114,"JPN","Japan","10","Gunma","429","Yoshioka","Machi","Town","å‰å²¡ç”º",NA,0.2937646329972,0.00204041294637248
114,"JPN","Japan","11","Hiroshima","430","AkiÅta","Machi","Town","å®‰èŠ¸å¤ªç”°ç”º",NA,0.92265355944048,0.0337650628352975
114,"JPN","Japan","11","Hiroshima","431","Akitakata","Shi","City","å®‰èŠ¸é«˜ç”°å¸‚",NA,1.23215866566778,0.0537729777570303
114,"JPN","Japan","11","Hiroshima","432","ÅŒsakikamijima","Machi","Town","å¤§å´Žä¸Šå³¶ç”º",NA,0.682308333382202,0.00434296327875938
114,"JPN","Japan","11","Hiroshima","433","ÅŒtake","Shi","City","å¤§ç«¹å¸‚",NA,0.404749834519915,0.00624587319907757
114,"JPN","Japan","11","Hiroshima","434","Etajima","Shi","City","æ±Ÿç”°å³¶å¸‚",NA,1.18635198998364,0.0101232707966087
114,"JPN","Japan","11","Hiroshima","435","FuchÅ« City","Shi","City","åºœä¸­å¸‚",NA,0.712011775080978,0.018867830513048
114,"JPN","Japan","11","Hiroshima","436","FuchÅ«","Machi","Town","åºœä¸­å¸‚",NA,0.116505087311436,0.00080230887397368
114,"JPN","Japan","11","Hiroshima","437","Fukuyama","Shi","City","ç¦å±±å¸‚",NA,1.90455377710594,0.0514700642961518
114,"JPN","Japan","11","Hiroshima","438","Hatsukaichi","Shi","City","å»¿æ—¥å¸‚å¸‚",NA,1.53934654747828,0.0471669350226873
114,"JPN","Japan","11","Hiroshima","439","Higashihiroshima","Shi","City","æ±åºƒå³¶å¸‚",NA,1.74077964748261,0.0640724423283272
114,"JPN","Japan","11","Hiroshima","440","Hiroshima","Shi","City","åºƒå³¶å¸‚",NA,2.68616197370959,0.0894999711308604
114,"JPN","Japan","11","Hiroshima","441","JinsekikÅgen","Machi","Town","ç¥žçŸ³é«˜åŽŸç”º",NA,0.906410108816843,0.0357591210049581
114,"JPN","Japan","11","Hiroshima","442","Kaita","Machi","Town","æµ·ç”°ç”º",NA,0.179163122386369,0.00130715480190685
114,"JPN","Japan","11","Hiroshima","443","Kitahiroshima","Machi","Town","åŒ—åºƒå³¶ç”º",NA,1.49655634565166,0.0627827391726968
114,"JPN","Japan","11","Hiroshima","444","Kumano","Machi","Town","ç†Šé‡Žç”º",NA,0.229401618014914,0.0029212257068149
114,"JPN","Japan","11","Hiroshima","445","Kure","Shi","City","å‘‰å¸‚",NA,3.28001639829334,0.0345028691226604
114,"JPN","Japan","11","Hiroshima","446","Mihara","Shi","City","ä¸‰åŽŸå¸‚",NA,1.35282966566235,0.0436012238205877
114,"JPN","Japan","11","Hiroshima","447","Miyoshi","Shi","City","ä¸‰æ¬¡å¸‚",NA,1.68627861454513,0.0768021662952401
114,"JPN","Japan","11","Hiroshima","448","Onomichi","Shi","City","å°¾é“å¸‚",NA,2.12277145388451,0.0287688168755252
114,"JPN","Japan","11","Hiroshima","449","Saka","Machi","Town","å‚ç”º",NA,0.199819445537977,0.0014690198004244
114,"JPN","Japan","11","Hiroshima","450","Sera","Machi","Town","ä¸–ç¾…ç”º",NA,0.766429430790332,0.027545030898179
114,"JPN","Japan","11","Hiroshima","451","ShÅbara","Shi","City","åº„åŽŸå¸‚",NA,1.87546170582983,0.121700936491839
114,"JPN","Japan","11","Hiroshima","452","Takehara","Shi","City","ç«¹åŽŸå¸‚",NA,0.799300740284202,0.0111480889318041
114,"JPN","Japan","12","Hokkaido","453","Abashiri","Shi","City","ç¶²èµ°å¸‚",NA,1.7389923202531,0.0454266020969957
114,"JPN","Japan","12","Hokkaido","454","Abira","Machi","Town","å®‰å¹³ç”º",NA,0.680432518564629,0.0261491606361201
114,"JPN","Japan","12","Hokkaido","455","Aibetsu","Machi","Town","æ„›åˆ¥ç”º",NA,0.763027353310958,0.0282099246105601
114,"JPN","Japan","12","Hokkaido","456","Akabira","Shi","City","èµ¤å¹³å¸‚",NA,0.606756117069403,0.0145154462079603
114,"JPN","Japan","12","Hokkaido","457","Akaigawa","Mura","Village","èµ¤äº•å·æ‘",NA,0.766304346909704,0.0308393083105349
114,"JPN","Japan","12","Hokkaido","458","Akkeshi","Machi","Town","åŽšå²¸ç”º",NA,2.39893890301579,0.0772529756941421
114,"JPN","Japan","12","Hokkaido","459","ÅŒmu","Machi","Town","é›„æ­¦ç”º",NA,1.34891446923581,0.0678158079390414
114,"JPN","Japan","12","Hokkaido","460","ÅŒzora","Machi","Town","å¤§ç©ºç”º",NA,0.990538752990379,0.0366356325102994
114,"JPN","Japan","12","Hokkaido","461","Asahikawa","Shi","City","æ—­å·å¸‚",NA,2.47918202479084,0.0829800577193928
114,"JPN","Japan","12","Hokkaido","462","Ashibetsu","Shi","City","èŠ¦åˆ¥å¸‚",NA,1.44480115136932,0.097143363585929
114,"JPN","Japan","12","Hokkaido","463","Ashoro","Machi","Town","è¶³å¯„ç”º",NA,2.40356073094504,0.156175228359651
114,"JPN","Japan","12","Hokkaido","464","Assabu","Machi","Town","åŽšæ²¢éƒ¨ç”º",NA,1.05103498864064,0.0515572883887311
114,"JPN","Japan","12","Hokkaido","465","Atsuma","Machi","Town","åŽšçœŸç”º",NA,1.05274005784355,0.0448506194516149
114,"JPN","Japan","12","Hokkaido","466","Betsukai","Machi","Town","åˆ¥æµ·ç”º",NA,2.24303853776028,0.146718347095894
114,"JPN","Japan","12","Hokkaido","467","Bibai","Shi","City","ç¾Žå”„å¸‚",NA,0.932824451891939,0.0317254556575791
114,"JPN","Japan","12","Hokkaido","468","Biei","Machi","Town","ç¾Žç‘›ç”º",NA,1.60984511017763,0.0743618902633845
114,"JPN","Japan","12","Hokkaido","469","Bifuka","Machi","Town","ç¾Žæ·±ç”º",NA,1.3811204303996,0.0740573573566573
114,"JPN","Japan","12","Hokkaido","470","Bihoro","Machi","Town","ç¾Žå¹Œç”º",NA,1.1880300860983,0.0485355367418343
114,"JPN","Japan","12","Hokkaido","471","Biratori","Machi","Town","å¹³å–ç”º",NA,1.90238748567457,0.083937870309469
114,"JPN","Japan","12","Hokkaido","472","Chippubetsu","Machi","Town","ç§©çˆ¶åˆ¥ç”º",NA,0.303096068684257,0.00541669660014974
114,"JPN","Japan","12","Hokkaido","473","Chitose","Shi","City","åƒæ­³å¸‚",NA,1.80198536790727,0.068457264453171
114,"JPN","Japan","12","Hokkaido","474","Date","Shi","City","ä¼Šé”å¸‚",NA,1.49488874585058,0.0511332918540639
114,"JPN","Japan","12","Hokkaido","475","Ebetsu","Shi","City","æ±Ÿåˆ¥å¸‚",NA,0.642985964687702,0.0200992765021464
114,"JPN","Japan","12","Hokkaido","476","Enbetsu","Machi","Town","é åˆ¥ç”º",NA,1.45601570771066,0.0711052996048246
114,"JPN","Japan","12","Hokkaido","477","Engaru","Machi","Town","é è»½ç”º",NA,1.77938185941175,0.14524297977914
114,"JPN","Japan","12","Hokkaido","478","Eniwa","Shi","City","æµåº­å¸‚",NA,1.03597879508941,0.0316854310221979
114,"JPN","Japan","12","Hokkaido","479","Erimo","Machi","Town","ãˆã‚Šã‚‚ç”º",NA,0.988772941439098,0.0292330488737247
114,"JPN","Japan","12","Hokkaido","480","Esashi Capital","Capital","Capital","æžå¹¸ç”º",NA,0.756196557676811,0.0117594266776001
114,"JPN","Japan","12","Hokkaido","481","Esashi","Machi","Town","æžå¹¸ç”º",NA,1.75758720609434,0.123466868069948
114,"JPN","Japan","12","Hokkaido","482","Fukagawa","Shi","City","æ·±å·å¸‚",NA,1.36756020924424,0.0595273382205032
114,"JPN","Japan","12","Hokkaido","483","Fukushima","Machi","Town","ç¦å³¶ç”º",NA,0.845677188145408,0.0205465005710704
114,"JPN","Japan","12","Hokkaido","484","Furano","Machi","Town","å¯Œè‰¯é‡Žå¸‚",NA,1.18249633302971,0.0660208825138367
114,"JPN","Japan","12","Hokkaido","485","Furubira","Machi","Town","å¤å¹³ç”º",NA,0.694551991416371,0.0206094938330349
114,"JPN","Japan","12","Hokkaido","486","Haboro","Machi","Town","ç¾½å¹Œç”º",NA,1.38535162377858,0.0553883732063592
114,"JPN","Japan","12","Hokkaido","487","Hakodate","Machi","Town","å‡½é¤¨å¸‚",NA,1.63995868410522,0.0718798814632454
114,"JPN","Japan","12","Hokkaido","488","Hamanaka","Machi","Town","æµœä¸­ç”º",NA,1.85516032929041,0.0456858698162223
114,"JPN","Japan","12","Hokkaido","489","Hamatonbetsu","Machi","Town","æµœé “åˆ¥ç”º",NA,1.07901616139103,0.045924188802016
114,"JPN","Japan","12","Hokkaido","490","Hidaka","Machi","Town","æ—¥é«˜ç”º",NA,2.62389350470534,0.110269959724974
114,"JPN","Japan","12","Hokkaido","491","Higashikagura","Machi","Town","æ±ç¥žæ¥½ç”º",NA,0.497376841697442,0.00733784472685678
114,"JPN","Japan","12","Hokkaido","492","Higashikawa","Machi","Town","æ±å·ç”º",NA,0.968676233399822,0.0276946738013103
114,"JPN","Japan","12","Hokkaido","493","Hiroo","Machi","Town","åºƒå°¾ç”º",NA,1.22511536748151,0.0633337361505265
114,"JPN","Japan","12","Hokkaido","494","HokuryÅ«","Machi","Town","åŒ—ç«œç”º",NA,0.98790355575161,0.0185037138871873
114,"JPN","Japan","12","Hokkaido","495","Hokuto","Shi","City","åŒ—æ–—å¸‚",NA,1.11751652462686,0.0430983471742347
114,"JPN","Japan","12","Hokkaido","496","Honbetsu","Machi","Town","æœ¬åˆ¥ç”º",NA,1.01194389525232,0.0425275606685321
114,"JPN","Japan","12","Hokkaido","497","Horokanai","Machi","Town","å¹ŒåŠ å†…ç”º",NA,1.86275889281924,0.0899472819292054
114,"JPN","Japan","12","Hokkaido","498","Horonobe","Machi","Town","å¹Œå»¶ç”º",NA,1.43542921435745,0.0679449638119004
114,"JPN","Japan","12","Hokkaido","499","Ikeda","Machi","Town","æ± ç”°ç”º",NA,0.905549981869749,0.0407383077545033
114,"JPN","Japan","12","Hokkaido","500","Imakane","Machi","Town","ä»Šé‡‘ç”º",NA,1.16058798716531,0.0635218034731148
114,"JPN","Japan","12","Hokkaido","501","Ishikari","Shi","City","çŸ³ç‹©å¸‚",NA,1.87101350595596,0.0843701100093257
114,"JPN","Japan","12","Hokkaido","502","Iwamizawa","Shi","City","å²©è¦‹æ²¢å¸‚",NA,1.25357315415627,0.0534919197089097
114,"JPN","Japan","12","Hokkaido","503","Iwanai","Machi","Town","å²©å†…ç”º",NA,0.438725873296198,0.00770225151791258
114,"JPN","Japan","12","Hokkaido","504","Kamifurano","Machi","Town","ä¸Šå¯Œè‰¯é‡Žç”º",NA,0.735950004406092,0.0261034260038339
114,"JPN","Japan","12","Hokkaido","505","Kamikawa","Machi","Town","ä¸Šå·ç”º",NA,1.73230864714229,0.115547023917317
114,"JPN","Japan","12","Hokkaido","506","Kaminokuni","Machi","Town","ä¸ŠãƒŽå›½ç”º",NA,1.13031751658807,0.0588829786574952
114,"JPN","Japan","12","Hokkaido","507","Kamishihoro","Machi","Town","ä¸Šå£«å¹Œç”º",NA,1.42382143425189,0.0773026412934879
114,"JPN","Japan","12","Hokkaido","508","Kamisunagawa","Machi","Town","ä¸Šç ‚å·ç”º",NA,0.349702763753324,0.00489821101655439
114,"JPN","Japan","12","Hokkaido","509","KamiyÅ«betsu","Machi","Town","ä¸Šæ¹§åˆ¥ç”º",NA,0.591842303028703,0.0173911132151273
114,"JPN","Japan","12","Hokkaido","510","Kamoenai","Mura","Village","ç¥žæµå†…æ‘",NA,0.720939792812144,0.0174323066603403
114,"JPN","Japan","12","Hokkaido","511","Kenbuchi","Machi","Town","å‰£æ·µç”º",NA,0.484583145911129,0.0141471915412743
114,"JPN","Japan","12","Hokkaido","512","Kikonai","Machi","Town","æœ¨å¤å†…ç”º",NA,0.740505032526524,0.0246476494939962
114,"JPN","Japan","12","Hokkaido","513","Kimobetsu","Machi","Town","å–œèŒ‚åˆ¥ç”º",NA,0.791451068698966,0.019616737234169
114,"JPN","Japan","12","Hokkaido","514","Kitahiroshima","Shi","City","åŒ—åºƒå³¶å¸‚",NA,0.509756028941268,0.0129764435696486
114,"JPN","Japan","12","Hokkaido","515","Kitami","Shi","City","åŒ—è¦‹å¸‚",NA,3.45315817948892,0.152075859223254
114,"JPN","Japan","12","Hokkaido","516","Kiyosato","Machi","Town","æ¸…é‡Œç”º",NA,0.844070275350775,0.043025028251583
114,"JPN","Japan","12","Hokkaido","517","Koshimizu","Machi","Town","å°æ¸…æ°´ç”º",NA,1.09020881039258,0.0307372696406666
114,"JPN","Japan","12","Hokkaido","518","Kunneppu","Machi","Town","è¨“å­åºœç”º",NA,0.670222257659024,0.0196732743352152
114,"JPN","Japan","12","Hokkaido","519","Kuriyama","Machi","Town","æ —å±±ç”º",NA,0.768920492757548,0.0224578219640568
114,"JPN","Japan","12","Hokkaido","520","Kuromatsunai","Machi","Town","é»’æ¾å†…ç”º",NA,1.05910056651112,0.0394456306239503
114,"JPN","Japan","12","Hokkaido","521","Kushiro City","Shi","City","é‡§è·¯ç”º",NA,3.24234761082945,0.151715620333552
114,"JPN","Japan","12","Hokkaido","522","Kushiro","Machi","Town","é‡§è·¯ç”º",NA,1.11284802665214,0.0278603073675184
114,"JPN","Japan","12","Hokkaido","523","Kutchan","Machi","Town","å€¶çŸ¥å®‰ç”º",NA,0.815370956027221,0.0285458084545029
114,"JPN","Japan","12","Hokkaido","524","KyÅgoku","Machi","Town","äº¬æ¥µç”º",NA,0.677513297269495,0.0246945779654198
114,"JPN","Japan","12","Hokkaido","525","KyÅwa","Machi","Town","å…±å’Œç”º",NA,0.745490894997435,0.0340898383001391
114,"JPN","Japan","12","Hokkaido","526","Makkari","Mura","Village","çœŸç‹©æ‘",NA,0.591583684255469,0.0130894024332536
114,"JPN","Japan","12","Hokkaido","527","Makubetsu","Machi","Town","å¹•åˆ¥ç”º",NA,1.44828767887138,0.0516102574474678
